review_text,rating,review_date,bank,source,app_package,clean_text,sentiment_label,sentiment_score,theme,category
Best app,5,2025-10-15,CBE,Google Play,com.combanketh.mobilebanking,best app,POSITIVE,0.999686598777771,Other,Other
still not perfect like before,1,2025-10-15,CBE,Google Play,com.combanketh.mobilebanking,still not perfect like before,NEGATIVE,0.9995744824409484,Other,Other
This app dash board is disturbing me. it is not showing me traxation and my balance while displaying others option on dashboard. I think it is a risk full app😭😭😭🤤🤤,1,2025-10-15,CBE,Google Play,com.combanketh.mobilebanking,this app dash board is disturbing me it is not showing me traxation and my balance while displaying others option on dashboard i think it is a risk full app,NEGATIVE,0.999038577079773,Other,Other
APPLIED,1,2025-10-14,CBE,Google Play,com.combanketh.mobilebanking,applied,POSITIVE,0.998971939086914,Other,Other
10 years ago,4,2025-10-14,CBE,Google Play,com.combanketh.mobilebanking,10 years ago,POSITIVE,0.906000316143036,Other,Other
Asefa Obsa,5,2025-10-14,CBE,Google Play,com.combanketh.mobilebanking,asefa obsa,NEGATIVE,0.9988316893577576,Other,Other
it's good app,5,2025-10-14,CBE,Google Play,com.combanketh.mobilebanking,it s good app,POSITIVE,0.999863862991333,Other,Other
very slow,1,2025-10-14,CBE,Google Play,com.combanketh.mobilebanking,very slow,NEGATIVE,0.9997065663337708,Performance,Other
berhan deriba wami,4,2025-10-14,CBE,Google Play,com.combanketh.mobilebanking,berhan deriba wami,POSITIVE,0.755569577217102,Other,Other
mahamad Usman,5,2025-10-13,CBE,Google Play,com.combanketh.mobilebanking,mahamad usman,POSITIVE,0.9890894293785096,Other,Other
Erako,5,2025-10-13,CBE,Google Play,com.combanketh.mobilebanking,erako,POSITIVE,0.997822403907776,Other,Other
🔥🔥🔥🔥🔥,5,2025-10-13,CBE,Google Play,com.combanketh.mobilebanking,,POSITIVE,0.7481208443641663,Other,Other
opne,5,2025-10-13,CBE,Google Play,com.combanketh.mobilebanking,opne,NEGATIVE,0.7972503304481506,Other,Other
mehommd nuri,5,2025-10-13,CBE,Google Play,com.combanketh.mobilebanking,mehommd nuri,POSITIVE,0.9508018493652344,Other,Other
Best,5,2025-10-12,CBE,Google Play,com.combanketh.mobilebanking,best,POSITIVE,0.9997941851615906,Other,Other
providing very secure service.,5,2025-10-12,CBE,Google Play,com.combanketh.mobilebanking,providing very secure service,POSITIVE,0.9994096755981444,Support,Other
apk አሪፍ ነው ግን በጣም apkwun የሚከፍቱ የ ባንክ ሰራተኞች በጣም ደካማ ናቸው ሲያስተናግዱ ለ ደንበኛ ክብር የላቸውም እኔ መመላለስ ከጀመርኩ ቆየው ግን መፍትህ ላገኝ አልችልኩም ::,1,2025-10-12,CBE,Google Play,com.combanketh.mobilebanking,apk apkwun,NEGATIVE,0.5462896227836609,Other,Other
ዳር ኑሮ ላለው ኣፍሪቻን ው,5,2025-10-12,CBE,Google Play,com.combanketh.mobilebanking,,POSITIVE,0.7481208443641663,Other,Other
RIYAD Mohammed Abaoli 92 527 2567,5,2025-10-12,CBE,Google Play,com.combanketh.mobilebanking,riyad mohammed abaoli 92 527 2567,POSITIVE,0.9531126022338868,Other,Other
it doesn't show bank statement and no options to see transactions for the past months.,2,2025-10-11,CBE,Google Play,com.combanketh.mobilebanking,it doesn t show bank statement and no options to see transactions for the past months,NEGATIVE,0.9993700385093688,Other,Other
Mamma Husen,2,2025-10-11,CBE,Google Play,com.combanketh.mobilebanking,mamma husen,POSITIVE,0.9694636464118958,Other,Other
3 stars because I can't see all my transaction history apart from the recents and a refresh button has been removed from the Recents activity. The app should allow clients to view all of the transactions not just recents.,3,2025-10-11,CBE,Google Play,com.combanketh.mobilebanking,3 stars because i can t see all my transaction history apart from the recents and a refresh button has been removed from the recents activity the app should allow clients to view all of the transactions not just recents,NEGATIVE,0.99654358625412,Other,Other
exceptional application from others bank,5,2025-10-10,CBE,Google Play,com.combanketh.mobilebanking,exceptional application from others bank,POSITIVE,0.9996663331985474,Other,Other
"it is very nice. but i have a serious suggestion when you send to other cbe birr customer, it does not show the name of the recipient befor it actually send the money. please improve this",4,2025-10-10,CBE,Google Play,com.combanketh.mobilebanking,it is very nice but i have a serious suggestion when you send to other cbe birr customer it does not show the name of the recipient befor it actually send the money please improve this,NEGATIVE,0.9968445301055908,Other,Other
good👍👍👍😊😊😊,5,2025-10-10,CBE,Google Play,com.combanketh.mobilebanking,good,POSITIVE,0.999816119670868,Other,Other
really good app,5,2025-10-10,CBE,Google Play,com.combanketh.mobilebanking,really good app,POSITIVE,0.9998643398284912,Other,Other
smart bank CBE,5,2025-10-10,CBE,Google Play,com.combanketh.mobilebanking,smart bank cbe,POSITIVE,0.9971417784690856,Other,Other
Ali urgesa11,3,2025-10-09,CBE,Google Play,com.combanketh.mobilebanking,ali urgesa11,NEGATIVE,0.9212201833724976,Other,Other
it's good,5,2025-10-09,CBE,Google Play,com.combanketh.mobilebanking,it s good,POSITIVE,0.9998457431793212,Other,Other
Good apps,5,2025-10-09,CBE,Google Play,com.combanketh.mobilebanking,good apps,POSITIVE,0.9998608827590942,Other,Other
password በጣት አሻራ ቢኖረው መልካም ነበር,4,2025-10-09,CBE,Google Play,com.combanketh.mobilebanking,password,POSITIVE,0.96703040599823,Login/Access,Other
best app i ever seen,5,2025-10-09,CBE,Google Play,com.combanketh.mobilebanking,best app i ever seen,POSITIVE,0.999450147151947,Other,Other
it's game changing in financial system,4,2025-10-09,CBE,Google Play,com.combanketh.mobilebanking,it s game changing in financial system,POSITIVE,0.9944753050804138,Other,Other
"z,MKT 20_._!8+⅓⅕😘r",1,2025-10-09,CBE,Google Play,com.combanketh.mobilebanking,z mkt 20 8 r,NEGATIVE,0.6290566921234131,Other,Other
will good updating,5,2025-10-08,CBE,Google Play,com.combanketh.mobilebanking,will good updating,POSITIVE,0.9998600482940674,Other,Other
"service charge , vat, fee everything here is not yours they wanna take what you have, everything is not fair",1,2025-10-08,CBE,Google Play,com.combanketh.mobilebanking,service charge vat fee everything here is not yours they wanna take what you have everything is not fair,NEGATIVE,0.9988521337509156,Support,Other
why removing screenshot feature why?,2,2025-10-08,CBE,Google Play,com.combanketh.mobilebanking,why removing screenshot feature why,NEGATIVE,0.9946369528770448,Features/UI,Other
very good application! thank you all who participate!,5,2025-10-08,CBE,Google Play,com.combanketh.mobilebanking,very good application thank you all who participate,POSITIVE,0.9998602867126464,Other,Other
application bank commercial Ethiopia I am very happy to be able to appear in a great job on a pleasant job,5,2025-10-08,CBE,Google Play,com.combanketh.mobilebanking,application bank commercial ethiopia i am very happy to be able to appear in a great job on a pleasant job,POSITIVE,0.9998462200164796,Other,Other
user compatible app!,5,2025-10-08,CBE,Google Play,com.combanketh.mobilebanking,user compatible app,POSITIVE,0.9908377528190612,Other,Other
"I am trying to access this app on my Android phone, but sometimes doesn't work. so kindly try to improve it.",3,2025-10-07,CBE,Google Play,com.combanketh.mobilebanking,i am trying to access this app on my android phone but sometimes doesn t work so kindly try to improve it,NEGATIVE,0.9989331364631652,Other,Other
what an amazing app. you know how much it simplify life. Thanks cbe. I proud of you.,5,2025-10-07,CBE,Google Play,com.combanketh.mobilebanking,what an amazing app you know how much it simplify life thanks cbe i proud of you,POSITIVE,0.999864935874939,Other,Other
Our Commercial Bank of Ethiopia is Good !,5,2025-10-06,CBE,Google Play,com.combanketh.mobilebanking,our commercial bank of ethiopia is good,POSITIVE,0.999837040901184,Other,Other
Asledin Ibsa,5,2025-10-06,CBE,Google Play,com.combanketh.mobilebanking,asledin ibsa,POSITIVE,0.9360378980636596,Other,Other
terrible when showing history of transaction it shows in disorganised way,3,2025-10-05,CBE,Google Play,com.combanketh.mobilebanking,terrible when showing history of transaction it shows in disorganised way,NEGATIVE,0.9996823072433472,Other,Other
my bank,5,2025-10-05,CBE,Google Play,com.combanketh.mobilebanking,my bank,NEGATIVE,0.845909833908081,Other,Other
Data,5,2025-10-04,CBE,Google Play,com.combanketh.mobilebanking,data,POSITIVE,0.961766242980957,Other,Other
"lately I am facing a problem with the app ,and the problem is when log in and inter my pin it doesn't work at all and says 'can't sync' why does it say that I was working fine a few day ago and also it says when I enter my pin 'change your pin to 6 digit pin and it doesn't allow me to change it please solve what is the problem with the app ?",2,2025-10-04,CBE,Google Play,com.combanketh.mobilebanking,lately i am facing a problem with the app and the problem is when log in and inter my pin it doesn t work at all and says can t sync why does it say that i was working fine a few day ago and also it says when i enter my pin change your pin to 6 digit pin and it doesn t allow me to change it please solve what is the problem with the app,NEGATIVE,0.9989940524101256,Other,Other
excellent app with lots of features,5,2025-10-04,CBE,Google Play,com.combanketh.mobilebanking,excellent app with lots of features,POSITIVE,0.9998672008514404,Features/UI,Other
very good 👍 mobile banking,5,2025-10-04,CBE,Google Play,com.combanketh.mobilebanking,very good mobile banking,POSITIVE,0.9998340606689452,Other,Other
so special,5,2025-10-04,CBE,Google Play,com.combanketh.mobilebanking,so special,POSITIVE,0.9998575448989868,Other,Other
wiiy ewdihiliw esimirt niho yitnehew metgeyot ❤💞🤔😴🤩😍,1,2025-10-03,CBE,Google Play,com.combanketh.mobilebanking,wiiy ewdihiliw esimirt niho yitnehew metgeyot,NEGATIVE,0.8918298482894897,Other,Other
woow cbe,5,2025-10-03,CBE,Google Play,com.combanketh.mobilebanking,woow cbe,POSITIVE,0.8725982308387756,Other,Other
cbe the best bank app,4,2025-10-03,CBE,Google Play,com.combanketh.mobilebanking,cbe the best bank app,POSITIVE,0.9993187189102172,Other,Other
This App CBE bank it's Simple and Smart I Like it.,5,2025-10-03,CBE,Google Play,com.combanketh.mobilebanking,this app cbe bank it s simple and smart i like it,POSITIVE,0.999821126461029,Other,Other
Rijalufaris,5,2025-10-02,CBE,Google Play,com.combanketh.mobilebanking,rijalufaris,POSITIVE,0.6782296895980835,Other,Other
its Best app But i hate the Repeatedly update request,5,2025-10-02,CBE,Google Play,com.combanketh.mobilebanking,its best app but i hate the repeatedly update request,NEGATIVE,0.9902864098548888,Other,Other
imoo,3,2025-10-02,CBE,Google Play,com.combanketh.mobilebanking,imoo,POSITIVE,0.9941620230674744,Other,Other
"it was good since it become a robber the vat ,tax,service charge,unbelievable charge to send to other bank, monthly charge,etc i hope one international bank comes and we all leave this bank. enough is enough",1,2025-10-02,CBE,Google Play,com.combanketh.mobilebanking,it was good since it become a robber the vat tax service charge unbelievable charge to send to other bank monthly charge etc i hope one international bank comes and we all leave this bank enough is enough,POSITIVE,0.9911527037620544,Support,Other
screen shoot always not allowed why?,5,2025-10-02,CBE,Google Play,com.combanketh.mobilebanking,screen shoot always not allowed why,NEGATIVE,0.9970210194587708,Other,Other
enkorabetalen,5,2025-10-01,CBE,Google Play,com.combanketh.mobilebanking,enkorabetalen,POSITIVE,0.9099953174591064,Other,Other
Gamada mahamadi,1,2025-09-30,CBE,Google Play,com.combanketh.mobilebanking,gamada mahamadi,POSITIVE,0.7746041417121887,Other,Other
it is very good banking web but its network is sometimes busy i hope they willfix the problem,4,2025-09-30,CBE,Google Play,com.combanketh.mobilebanking,it is very good banking web but its network is sometimes busy i hope they willfix the problem,NEGATIVE,0.9974638223648072,Other,Other
verfcasencod,5,2025-09-30,CBE,Google Play,com.combanketh.mobilebanking,verfcasencod,NEGATIVE,0.8742530941963196,Other,Other
you can't get your own transaction history,1,2025-09-29,CBE,Google Play,com.combanketh.mobilebanking,you can t get your own transaction history,NEGATIVE,0.9994826316833496,Other,Other
sintu,5,2025-09-29,CBE,Google Play,com.combanketh.mobilebanking,sintu,NEGATIVE,0.9596135020256042,Other,Other
BEST,5,2025-09-28,CBE,Google Play,com.combanketh.mobilebanking,best,POSITIVE,0.9997941851615906,Other,Other
Bank of Ethiopia,5,2025-09-28,CBE,Google Play,com.combanketh.mobilebanking,bank of ethiopia,POSITIVE,0.9304205179214478,Other,Other
"All most Good, but need improvement",5,2025-09-27,CBE,Google Play,com.combanketh.mobilebanking,all most good but need improvement,NEGATIVE,0.8670204281806946,Other,Other
"Great application for me,So I would like to rate with Solid 5 star.That It works well overall. So hello everyone enjoy the apps",5,2025-09-27,CBE,Google Play,com.combanketh.mobilebanking,great application for me so i would like to rate with solid 5 star that it works well overall so hello everyone enjoy the apps,POSITIVE,0.9998313188552856,Other,Other
poor app all of you guys delete CBE and download BOA,1,2025-09-27,CBE,Google Play,com.combanketh.mobilebanking,poor app all of you guys delete cbe and download boa,NEGATIVE,0.9997864365577698,Other,Other
niceapp,5,2025-09-27,CBE,Google Play,com.combanketh.mobilebanking,niceapp,POSITIVE,0.9998270869255066,Other,Other
the best app of all,5,2025-09-25,CBE,Google Play,com.combanketh.mobilebanking,the best app of all,POSITIVE,0.9998633861541748,Other,Other
❤️,5,2025-09-25,CBE,Google Play,com.combanketh.mobilebanking,,POSITIVE,0.7481208443641663,Other,Other
"Most of the time when I try to open the app, it does not load. The circle keeps spinning as if it is trying to open, and get a message saying "" 2 attempts left for offline login"". This seems to mean that the app cannot connect to the internet, even though I have a stable internet connection, and all other stuff work properly.",2,2025-09-24,CBE,Google Play,com.combanketh.mobilebanking,most of the time when i try to open the app it does not load the circle keeps spinning as if it is trying to open and get a message saying 2 attempts left for offline login this seems to mean that the app cannot connect to the internet even though i have a stable internet connection and all other stuff work properly,NEGATIVE,0.9997016787528992,Login/Access,Other
Juhaar,5,2025-09-24,CBE,Google Play,com.combanketh.mobilebanking,juhaar,NEGATIVE,0.6955288052558899,Other,Other
I am using CBE app very fantastic.,5,2025-09-24,CBE,Google Play,com.combanketh.mobilebanking,i am using cbe app very fantastic,POSITIVE,0.9995805621147156,Other,Other
bist app tankyou,4,2025-09-23,CBE,Google Play,com.combanketh.mobilebanking,bist app tankyou,NEGATIVE,0.9962037205696106,Other,Other
this is very useful and consistent app,5,2025-09-23,CBE,Google Play,com.combanketh.mobilebanking,this is very useful and consistent app,POSITIVE,0.9998074173927308,Other,Other
"this application provides timely service in a good, fast and reliable manner.",5,2025-09-23,CBE,Google Play,com.combanketh.mobilebanking,this application provides timely service in a good fast and reliable manner,POSITIVE,0.9998356103897096,Support,Other
So good,5,2025-09-23,CBE,Google Play,com.combanketh.mobilebanking,so good,POSITIVE,0.999841570854187,Other,Other
it will be more better if the app have the feature receipt verifying from QR CODE SCREENSHOT IMAGES FROM gallery ... currently IT WORKS ONLY FROM DIRECT CAMERA CAPTURING,4,2025-09-23,CBE,Google Play,com.combanketh.mobilebanking,it will be more better if the app have the feature receipt verifying from qr code screenshot images from gallery currently it works only from direct camera capturing,NEGATIVE,0.9991918206214904,Features/UI,Other
"From the UX perspective it can be better, it's old and it's not obvious where you can find some things",3,2025-09-22,CBE,Google Play,com.combanketh.mobilebanking,from the ux perspective it can be better it s old and it s not obvious where you can find some things,NEGATIVE,0.998455047607422,Other,Other
It is amazing app but it is more better if it is possible to transfer from account to other telebirr,5,2025-09-22,CBE,Google Play,com.combanketh.mobilebanking,it is amazing app but it is more better if it is possible to transfer from account to other telebirr,NEGATIVE,0.7687890529632568,Other,Other
"The app was great while it was active. However, after the app did an update, I lost connection with a message ""Network Error"". Please try to fix it as there are many clients of CBE using this app globally from abroad countries.",3,2025-09-21,CBE,Google Play,com.combanketh.mobilebanking,the app was great while it was active however after the app did an update i lost connection with a message network error please try to fix it as there are many clients of cbe using this app globally from abroad countries,NEGATIVE,0.9968648552894592,Crashes/Bugs,Other
very important app,4,2025-09-21,CBE,Google Play,com.combanketh.mobilebanking,very important app,POSITIVE,0.9995480179786682,Other,Other
the best of all mobile banking in Ethiopia works perfectly fine,5,2025-09-21,CBE,Google Play,com.combanketh.mobilebanking,the best of all mobile banking in ethiopia works perfectly fine,POSITIVE,0.9998689889907836,Other,Other
DANTRO BAND!!!,5,2025-09-21,CBE,Google Play,com.combanketh.mobilebanking,dantro band,POSITIVE,0.8824520111083984,Other,Other
some time when make transfer from Mobile account to other cbebirr wallet no show customer name so please check it......thanks my cbe.. cbebirr application very nice application wallet,5,2025-09-20,CBE,Google Play,com.combanketh.mobilebanking,some time when make transfer from mobile account to other cbebirr wallet no show customer name so please check it thanks my cbe cbebirr application very nice application wallet,POSITIVE,0.9981189370155334,Other,Other
this app is very useful but sometimes when you want to see specific transactions it didn't work so that way i gave 3,3,2025-09-20,CBE,Google Play,com.combanketh.mobilebanking,this app is very useful but sometimes when you want to see specific transactions it didn t work so that way i gave 3,NEGATIVE,0.994882583618164,Other,Other
why i must visit the branch i opened my account to activate the mobile banking services? if it a connected network it maybe done from any branch.,1,2025-09-20,CBE,Google Play,com.combanketh.mobilebanking,why i must visit the branch i opened my account to activate the mobile banking services if it a connected network it maybe done from any branch,NEGATIVE,0.9964146614074708,Support,Other
አሪፍ ነው አሁን ደግሞ እስክሪን ሹት ማረግ በመቻሌ ደግብሎኛል,5,2025-09-20,CBE,Google Play,com.combanketh.mobilebanking,,POSITIVE,0.7481208443641663,Other,Other
asfaw damse,5,2025-09-19,CBE,Google Play,com.combanketh.mobilebanking,asfaw damse,NEGATIVE,0.9871633052825928,Other,Other
jabadhaa namatii tolataan,5,2025-09-19,CBE,Google Play,com.combanketh.mobilebanking,jabadhaa namatii tolataan,NEGATIVE,0.962352991104126,Other,Other
"The App is very good in its interface and user friendly. But it could be a pro app had it had additional feature that let us run multiple accounts on a single phone with an option of ""additional"" account!",3,2025-09-19,CBE,Google Play,com.combanketh.mobilebanking,the app is very good in its interface and user friendly but it could be a pro app had it had additional feature that let us run multiple accounts on a single phone with an option of additional account,NEGATIVE,0.9770382642745972,Features/UI,Other
The app is user friendly. But i want some amendment or include option of sending money to other tele birr like other cbe birr.,4,2025-09-18,CBE,Google Play,com.combanketh.mobilebanking,the app is user friendly but i want some amendment or include option of sending money to other tele birr like other cbe birr,NEGATIVE,0.9955772161483764,Other,Other
Truly amazing!,5,2025-09-18,CBE,Google Play,com.combanketh.mobilebanking,truly amazing,POSITIVE,0.9998822212219238,Other,Other
Doesn't have option to generate statement for transactions,3,2025-09-18,CBE,Google Play,com.combanketh.mobilebanking,doesn t have option to generate statement for transactions,NEGATIVE,0.9943239688873292,Other,Other
😎,5,2025-09-17,CBE,Google Play,com.combanketh.mobilebanking,,POSITIVE,0.7481208443641663,Other,Other
JanaleBl,5,2025-09-17,CBE,Google Play,com.combanketh.mobilebanking,janalebl,POSITIVE,0.9632813930511476,Other,Other
nice application,5,2025-09-17,CBE,Google Play,com.combanketh.mobilebanking,nice application,POSITIVE,0.9998229146003724,Other,Other
WaaaaaaaW,1,2025-09-17,CBE,Google Play,com.combanketh.mobilebanking,waaaaaaaw,NEGATIVE,0.9848952293395996,Other,Other
very nice,5,2025-09-16,CBE,Google Play,com.combanketh.mobilebanking,very nice,POSITIVE,0.9998563528060912,Other,Other
Of,5,2025-09-16,CBE,Google Play,com.combanketh.mobilebanking,of,POSITIVE,0.9193395972251892,Other,Other
it's best app to use recently and upgraded day to day for internationalization,4,2025-09-16,CBE,Google Play,com.combanketh.mobilebanking,it s best app to use recently and upgraded day to day for internationalization,POSITIVE,0.9978458881378174,Other,Other
Easy to use and not Complicated 👍,5,2025-09-15,CBE,Google Play,com.combanketh.mobilebanking,easy to use and not complicated,NEGATIVE,0.6774908304214478,Other,Other
apdat the app,5,2025-09-14,CBE,Google Play,com.combanketh.mobilebanking,apdat the app,NEGATIVE,0.9424067139625548,Other,Other
good in bankin at any time & any where.,5,2025-09-13,CBE,Google Play,com.combanketh.mobilebanking,good in bankin at any time any where,POSITIVE,0.9995892643928528,Other,Other
great,5,2025-09-13,CBE,Google Play,com.combanketh.mobilebanking,great,POSITIVE,0.9998630285263062,Other,Other
"WHAT A USELESS APP! Transfers, wallet payments, other banks — nothing works. Updated, restarted, cleared cache, reinstalled — still useless. Crashed and forced me to visit a branch just to log in 3 times. One of the biggest banks in the country can’t fix issues a junior developer could solve. Completely unreliable. Big bank , Zero functionality!",1,2025-09-13,CBE,Google Play,com.combanketh.mobilebanking,what a useless app transfers wallet payments other banks nothing works updated restarted cleared cache reinstalled still useless crashed and forced me to visit a branch just to log in 3 times one of the biggest banks in the country can t fix issues a junior developer could solve completely unreliable big bank zero functionality,NEGATIVE,0.999763548374176,Crashes/Bugs,Other
it is best to me,1,2025-09-13,CBE,Google Play,com.combanketh.mobilebanking,it is best to me,POSITIVE,0.9966468214988708,Other,Other
hayizgi mebrahtom feshay,5,2025-09-13,CBE,Google Play,com.combanketh.mobilebanking,hayizgi mebrahtom feshay,NEGATIVE,0.6387801766395569,Other,Other
Excellent app,5,2025-09-12,CBE,Google Play,com.combanketh.mobilebanking,excellent app,POSITIVE,0.9998356103897096,Other,Other
after apdate the app doesn't work any thing else it said enable to connects,1,2025-09-12,CBE,Google Play,com.combanketh.mobilebanking,after apdate the app doesn t work any thing else it said enable to connects,NEGATIVE,0.9994279742240906,Other,Other
love,5,2025-09-12,CBE,Google Play,com.combanketh.mobilebanking,love,POSITIVE,0.9998735189437866,Other,Other
Hasasa bank,1,2025-09-11,CBE,Google Play,com.combanketh.mobilebanking,hasasa bank,POSITIVE,0.8199577927589417,Other,Other
All ways Trusted.,5,2025-09-11,CBE,Google Play,com.combanketh.mobilebanking,all ways trusted,POSITIVE,0.9990240335464478,Other,Other
best MB application in Ethiopia financial sector.,5,2025-09-11,CBE,Google Play,com.combanketh.mobilebanking,best mb application in ethiopia financial sector,POSITIVE,0.9987201690673828,Other,Other
I like this app,5,2025-09-11,CBE,Google Play,com.combanketh.mobilebanking,i like this app,POSITIVE,0.9996516704559326,Other,Other
am tired why I have to update every 5 day,1,2025-09-11,CBE,Google Play,com.combanketh.mobilebanking,am tired why i have to update every 5 day,NEGATIVE,0.9996090531349182,Other,Other
usb debugig mode bicha off endidereg axrigu like awash bank,1,2025-09-10,CBE,Google Play,com.combanketh.mobilebanking,usb debugig mode bicha off endidereg axrigu like awash bank,NEGATIVE,0.9974377155303956,Crashes/Bugs,Other
good morning 🙏,5,2025-09-10,CBE,Google Play,com.combanketh.mobilebanking,good morning,POSITIVE,0.9998325109481812,Other,Other
am happy 😃,5,2025-09-09,CBE,Google Play,com.combanketh.mobilebanking,am happy,POSITIVE,0.999875545501709,Other,Other
wowww,5,2025-09-08,CBE,Google Play,com.combanketh.mobilebanking,wowww,POSITIVE,0.9972698092460632,Other,Other
KEHRU nasir AbFIXA,5,2025-09-08,CBE,Google Play,com.combanketh.mobilebanking,kehru nasir abfixa,POSITIVE,0.8188510537147522,Other,Other
It is well organized.,5,2025-09-08,CBE,Google Play,com.combanketh.mobilebanking,it is well organized,POSITIVE,0.999872088432312,Other,Other
Can't see the nearest Branch or ATM available,2,2025-09-08,CBE,Google Play,com.combanketh.mobilebanking,can t see the nearest branch or atm available,NEGATIVE,0.9920233488082886,Other,Other
the app does not open,1,2025-09-07,CBE,Google Play,com.combanketh.mobilebanking,the app does not open,NEGATIVE,0.9997572302818298,Other,Other
from Monk,3,2025-09-06,CBE,Google Play,com.combanketh.mobilebanking,from monk,POSITIVE,0.939874231815338,Other,Other
"Amazing, Delightful and Seamless Mobile Banking Application, I have ever Experienced!! Indeed, I feel Great Proud to be part of your Stakeholder! My First Choice Bank, Commercial Bank of Ethiopia, The Pioneer and Leading in Digital Banking Services in Ethiopia! Five stars ⭐⭐⭐⭐⭐ are little to you! Thank you so much🙏",5,2025-09-06,CBE,Google Play,com.combanketh.mobilebanking,amazing delightful and seamless mobile banking application i have ever experienced indeed i feel great proud to be part of your stakeholder my first choice bank commercial bank of ethiopia the pioneer and leading in digital banking services in ethiopia five stars are little to you thank you so much,POSITIVE,0.9997475743293762,Support,Other
incredible,5,2025-09-06,CBE,Google Play,com.combanketh.mobilebanking,incredible,POSITIVE,0.99987530708313,Other,Other
የዚህ አፕ ተጠቃሚ ነበርኩ ያለሁት ከሀገር ውጭ ነው እና እየተጠቀምኩበት ሳለ አብደት አድርጊ አለኝ ሳረገው ፓስወርድ እንዴ አድስ ጠየቀኝ እንዴው እኔ አለሁበት ሀገር ሆኘ መስተካከል ከቻለ ተባበሩኝ በጣም አስፈላጊዬ ነው ::,5,2025-09-05,CBE,Google Play,com.combanketh.mobilebanking,,POSITIVE,0.7481208443641663,Other,Other
it's the best money transfer app ever,5,2025-09-05,CBE,Google Play,com.combanketh.mobilebanking,it s the best money transfer app ever,POSITIVE,0.9997095465660096,Other,Other
it is nice,5,2025-09-05,CBE,Google Play,com.combanketh.mobilebanking,it is nice,POSITIVE,0.9998648166656494,Other,Other
user friendly. best.,5,2025-09-05,CBE,Google Play,com.combanketh.mobilebanking,user friendly best,POSITIVE,0.998828947544098,Other,Other
🙏,5,2025-09-05,CBE,Google Play,com.combanketh.mobilebanking,,POSITIVE,0.7481208443641663,Other,Other
አሪፍ,5,2025-09-05,CBE,Google Play,com.combanketh.mobilebanking,,POSITIVE,0.7481208443641663,Other,Other
best app!!!,5,2025-09-05,CBE,Google Play,com.combanketh.mobilebanking,best app,POSITIVE,0.999686598777771,Other,Other
"It is good app and really user friendly , but it not possible to start service after the app is uninstalled or device phone is changed. So please make it easy for us, after once you set us the requirements in your office we should have to use it only by install and launch it. We do not have to visit the near by branch office every time for such silly businesses but important things. in addition to that why is that for hidding senders name or account number How can I know who tranfers to me???",4,2025-09-05,CBE,Google Play,com.combanketh.mobilebanking,it is good app and really user friendly but it not possible to start service after the app is uninstalled or device phone is changed so please make it easy for us after once you set us the requirements in your office we should have to use it only by install and launch it we do not have to visit the near by branch office every time for such silly businesses but important things in addition to that why is that for hidding senders name or account number how can i know who tranfers to me,NEGATIVE,0.9680159091949464,Features/UI,Other
very good app,5,2025-09-05,CBE,Google Play,com.combanketh.mobilebanking,very good app,POSITIVE,0.9998675584793092,Other,Other
jabirabdala,5,2025-09-04,CBE,Google Play,com.combanketh.mobilebanking,jabirabdala,NEGATIVE,0.9328044652938844,Other,Other
unfair cost of transportations... what a shame!!!,1,2025-09-04,CBE,Google Play,com.combanketh.mobilebanking,unfair cost of transportations what a shame,NEGATIVE,0.999750792980194,Other,Other
"I think it is a good app to use easily. However, I have one more comment: the app does not automatically sync or update the balance in real time. Please review this issue. For example, when someone transfers money, the receiver's app does not sync automatically. It requires the user to manually initiate an update to see the current balance.",4,2025-09-04,CBE,Google Play,com.combanketh.mobilebanking,i think it is a good app to use easily however i have one more comment the app does not automatically sync or update the balance in real time please review this issue for example when someone transfers money the receiver s app does not sync automatically it requires the user to manually initiate an update to see the current balance,NEGATIVE,0.9946133494377136,Features/UI,Other
WAW!!! I AM PROUD!!! MY STRONG BANK WORKS AT BEST EVEN IN A REMOTE LOCATION HERE IN MALABO (ECUATORIAL GUINEA). MEWOLID MUBARAK CBE!!!,5,2025-09-04,CBE,Google Play,com.combanketh.mobilebanking,waw i am proud my strong bank works at best even in a remote location here in malabo ecuatorial guinea mewolid mubarak cbe,POSITIVE,0.999509572982788,Features/UI,Other
zinaa Ahmed,5,2025-09-04,CBE,Google Play,com.combanketh.mobilebanking,zinaa ahmed,POSITIVE,0.9246603846549988,Other,Other
absolutely excellent,5,2025-09-03,CBE,Google Play,com.combanketh.mobilebanking,absolutely excellent,POSITIVE,0.99985933303833,Other,Other
amazing app,5,2025-09-03,CBE,Google Play,com.combanketh.mobilebanking,amazing app,POSITIVE,0.9998670816421508,Other,Other
perfect and easy,5,2025-09-03,CBE,Google Play,com.combanketh.mobilebanking,perfect and easy,POSITIVE,0.9998718500137328,Other,Other
fastest,5,2025-09-03,CBE,Google Play,com.combanketh.mobilebanking,fastest,POSITIVE,0.9991610050201416,Other,Other
My account is not working,4,2025-09-03,CBE,Google Play,com.combanketh.mobilebanking,my account is not working,NEGATIVE,0.9997815489768982,Other,Other
The recent update is not optimized fir latest version of android,2,2025-09-02,CBE,Google Play,com.combanketh.mobilebanking,the recent update is not optimized fir latest version of android,NEGATIVE,0.999637246131897,Other,Other
